target,message,message_len,message_clean,target_encoded
spam,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,153,want anytim network min text new video phone five pound per week call repli deliveri tomorrow,1
ham,Ok.ok ok..then..whats ur todays plan,36,ok ok ok what ur today plan,0
ham,Good morning princess! How are you?,35,good morn princess,0
ham,Aiyar sorry lor forgot 2 tell u...,34,aiyar sorri lor forgot tell,0
spam,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,156,take part mobil survey yesterday text use howev wish get txts send txt http,1
ham,Not tonight mate. Catching up on some sleep. This is my new number by the way. ,79,tonight mate catch sleep new number way,0
ham,"Height of \Oh shit....!!\"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay",114,height oh shit situat guy throw luv letter gal fall brother head whos gay,0
spam,Ur HMV Quiz cash-balance is currently å£500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg,105,ur hmv quiz cash balanc current $$$ maxim ur cash send msg,1
ham,"So check your errors and if you had difficulties, do correction.",64,check error difficulti correct,0
ham,Howz pain?hope u r fine..,25,howz pain hope r fine,0
ham,U wake up already? Thanx 4 e tau sar piah it's quite nice.,58,wake alreadi thanx e tau sar piah quit nice,0
ham,K do I need a login or anything,31,k need login anyth,0
spam,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,120,dont forget place mani free request co uk wish inform call,1
ham,LOL ... No just was busy,24,lol busi,0
ham,What * u wearing?,17,wear,0
ham,Oh:)as usual vijay film or its different?,41,oh usual vijay film differ,0
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,158,know know send chat let find msg rcvd hg row ldn year,1
ham,Have you had a good day? Mine was really busy are you up to much tomorrow night?,80,good day mine realli busi much tomorrow night,0
ham,And is there a way you can send shade's stuff to her. And she has been wonderful too.,85,way send shade stuff wonder,0
ham,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(,115,realli tot ur paper end long ago wat copi jus got use happi lar still haf studi,0
spam,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",115,thank winner notifi sms good luck futur market repli stop custom servic,1
ham,Babe ? I lost you ... :-(,25,babe lost,0
ham,Ok... Help me ask if she's working tmr a not?,45,ok help ask work tmr,0
ham,I'm not driving... Raining! Then i'll get caught at e mrt station lor.,70,drive rain get caught e mrt station lor,0
ham,Not a drop in the tank,22,drop tank,0
ham,(That said can you text him one more time?),43,said text one time,0
ham,Ok i go change also...,22,ok go chang also,0
spam,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(å£1.50p. m),140,girl mani local r virgin r readi ur everi sexual need text cute $$$,1
ham,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.,72,find sitter kaitlyn sick slept day yesterday,0
ham,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up",91,sorri man accident left phone silent last night check til got,0
ham,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee,70,hey someth came last min think wun sign tmr hee,0
ham,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment,140,adult would learn experi real danger dont like peep use drug dont need comment,0
ham,Hey! There's veggie pizza... :/,31,hey veggi pizza,0
ham,Yun buying... But school got offer 2000 plus only...,52,yun buy school got offer plus,0
ham,You sure your neighbors didnt pick it up,40,sure neighbor didnt pick,0
ham,K. I will sent it again,23,k sent,0
ham,Well. Im computerless. Time to make some oreo truffles,54,well computerless time make oreo truffl,0
ham,"Haha yeah I see that now, be there in a sec",43,haha yeah see sec,0
ham,I am not having her number sir,30,number sir,0
ham,Lol now I'm after that hot air balloon!,39,lol hot air balloon,0
ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,71,ok bus come soon come otherwis tomorrow,0
ham,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil,146,msgs r time pass silent say think right also make think least moment gd nt swt drms shesil,0
ham,"Yeah, we can probably swing by once my roommate finishes up with his girl",73,yeah probabl swing roommat finish girl,0
spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",159,got take take part wrc ralli oz lucozad energi text ralli le see pack lucozad co uk wrc itcould,1
ham,Happy new years melody!,23,happi new year melodi,0
ham,ÌÏ dun need to pick ur gf?,26,iï dun need pick ur gf,0
ham,Yay! You better not have told that to 5 other girls either.,59,yay better told girl either,0
ham,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?,150,horribl eat mac eat forgot abt alreadi rite take long repli thk toot b prepar wat shall eat,0
ham,"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? ",167,say fantast chanc anyth need bigger life lift lose live think would first person die n v q,0
ham,Just nw i came to hme da..,26,nw came hme da,0
ham,"I'm outside islands, head towards hard rock and you'll run into me",66,outsid island head toward hard rock run,0
ham,To day class is there are no class.,35,day class class,0
ham,I'm in chennai velachery:),26,chennai velacheri,0
ham,You flippin your shit yet?,26,flippin shit yet,0
ham,"K give me a sec, breaking a  &lt;#&gt;  at cstore",49,k give sec break cstore,0
ham,Am i that much bad to avoid like this?,38,much bad avoid like,0
ham,"Yo, you around? Just got my car back",36,yo around got car back,0
ham,Annoying isn't it.,18,annoy,0
ham,"Goodmorning, Today i am late for  &lt;#&gt; min.",48,goodmorn today late min,0
ham,There's no point hangin on to mr not right if he's not makin u happy,68,point hangin mr right makin happi,0
ham,All will come alive.better correct any good looking figure there itself..,73,come aliv better correct good look figur,0
ham,In that case I guess I'll see you at campus lodge,49,case guess see campus lodg,0
ham,We're done...,13,done,0
ham,Come to my home for one last time i wont do anything. Trust me.,63,come home one last time wont anyth trust,0
ham,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.,133,night worri appt shame miss girl night quizz popcorn hair,0
spam,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 å£3/wk 087016248,155,sex ur mobil free sexi pic jordan text babe everi wk get sexi celeb pocketbab co uk pic $$$ wk,1
ham,Ok... C ya...,13,ok ya,0
spam,You have 1 new voicemail. Please call 08719181503,49,new voicemail pleas call,1
ham,What he said is not the matter. My mind saying some other matter is there.,74,said matter mind say matter,0
ham,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx",138,al moan n e thin goe wrong fault al de argument r fault fed himso bother hav thanx xx,0
ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,164,neft transact refer number rs credit beneficiari account,0
ham,Otherwise had part time job na-tuition..,40,otherwis part time job na tuition,0
ham,I know she called me,20,know call,0
ham,"Me also da, i feel yesterday night  wait til 2day night dear.",61,also da feel yesterday night wait til night dear,0
ham,Thanks for understanding. I've been trying to tell sura that.,61,thank understand tri tell sura,0
spam,WIN a year supply of CDs 4 a store of ur choice worth å£500 & enter our å£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,147,win year suppli cds store ur choic worth $$$ enter $$$ week draw txt music ts cs http,1
ham,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.,130,whole car appreci last two dad map read semi argument apart thing go ok p,0
spam,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",148,sim subscrib select receiv bonus get deliv door txt word ok claim msg exp,1
ham,I need you to be in my strong arms...,37,need strong arm,0
ham,Also maaaan are you missing out,31,also maaaan miss,0
ham,His bday real is in april .,27,bday real april,0
ham,Guessin you ain't gonna be here before 9?,41,guessin gonna,0
ham,Ok then i will come to ur home after half an hour,49,ok come ur home half hour,0
ham,"Yo, the game almost over? Want to go to walmart soon",52,yo game almost want go walmart soon,0
ham,"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!",124,yeah probabl sure ilol let know person wuldnt bother ur goin mite well,0
ham,I'll text now! All creepy like so he won't think that we forgot,63,text creepi like think forgot,0
ham,"that would be good Û_ I'll phone you tomo lunchtime, shall I, to organise something?",85,would good phone tomo lunchtim shall organis someth,0
spam,You have 1 new voicemail. Please call 08719181513.,50,new voicemail pleas call,1
ham,"Damn, can you make it tonight or do you want to just wait til tomorrow",70,damn make tonight want wait til tomorrow,0
ham,K..k..i'm also fine:)when will you complete the course?,55,k k also fine complet cours,0
ham,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier.",119,true passabl get high score appli phd get salari make life easier,0
spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,143,nokia tone ur mob everi week txt nok tone free get txtin tell ur friend tone repli hl,1
ham,Prakesh is there know.,22,prakesh know,0
ham,Teach me apps da. When you come to college.,43,teach app da come colleg,0
ham,Rofl betta invest in some  anti aging products,46,rofl betta invest anti age product,0
ham,"sir, you will receive the account no another 1hr time. Sorry for the delay.",75,sir receiv account anoth time sorri delay,0
spam,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,159,repli name address receiv post week complet free accommod various global locat http ph,1
ham,So Ì_'ll be submitting da project tmr rite?,43,submit da project tmr rite,0
spam,FREE entry into our å£250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,123,free entri $$$ week comp send word enter http cust care,1
ham,Jus ans me lar. U'll noe later.,31,jus an lar noe later,0
ham,I want to send something that can sell fast.  &lt;#&gt; k is not easy money.,76,want send someth sell fast k easi money,0
ham,have got * few things to do. may be in * pub later.,51,got thing may pub later,0
ham,1's finish meeting call me.,27,finish meet call,0
ham,Lol ok. I'll snatch her purse too.,34,lol ok snatch purs,0
ham,"\Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx\""""",129,hello drivbi edrunk sorri iff pthis make senrd dnot dancc drum n basq ihav fun x ros xxxxxxx,0
ham,How much are we getting?,24,much get,0
ham,Is ur paper in e morn or aft tmr?,33,ur paper e morn aft tmr,0
ham,"Dear relieved of westonzoyland, all going to plan this end too!",63,dear reliev westonzoyland go plan end,0
ham,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.,96,hope great new semest wish best made great,0
ham,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?,53,oh yes speak txt hmm get email,0
ham,"I want to show you the world, princess :) how about europe?",59,want show world princess europ,0
ham,Nobody can decide where to eat and dad wants Chinese,52,nobodi decid eat dad want chines,0
ham,No shoot me. I'm in the docs waiting room. :/,45,shoot doc wait room,0
ham,Now? I'm going out 4 dinner soon..,34,go dinner soon,0
ham,Hello which the site to download songs its urgent pls,53,hello site download song urgent pls,0
ham,"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! ",111,know mean king havin credit night night sweet sleep,0
ham,Horrible gal. Me in sch doing some stuff. How come u got mc?,60,horribl gal sch stuff come got mc,0
ham,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x",152,hi hun comin tell sorri hope ava goodtim oli rang melnit ifink mite b sort il explain everythin mon x,0
spam,Please CALL 08712402779 immediately as there is an urgent message waiting for you,81,pleas call immedi urgent messag wait,1
ham,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour,87,yeah like goe like friend imma flip shit like half hour,0
ham,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition... ,84,mum say wan go go shun bian watch da glass exhibit,0
ham,What your plan for pongal?,26,plan pongal,0
ham,Just wait till end of march when el nino gets himself. Oh.,58,wait till end march el nino get oh,0
ham,"Not yet chikku..going to room nw, i'm in bus..",46,yet chikku go room nw bus,0
ham,Am also doing in cbe only. But have to pay.,43,also cbe pay,0
ham,Honey boo I'm missing u.,24,honey boo miss,0
ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",97,sent jd custom servic cum account execut ur mail id detail contact us,0
ham,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem",70,yo parent gettin cash good news pick downstem,0
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!",179,thank much skype wit kz sura didnt get pleasur compani hope good given ultimatum oh countin aburo enjoy,0
spam,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)",120,hungri gay guy feel hungri call min stop text call min,1
ham,Ok. No wahala. Just remember that a friend in need ...,54,ok wahala rememb friend need,0
ham,I will see in half an hour,26,see half hour,0
ham,"Im in inperialmusic listening2the weirdest track ever byåÓleafcutter johnåÓ-sounds like insects being molested&someone plumbing,remixed by evil men on acid!",156,inperialmus weirdest track ever byåóleafcutt johnåó sound like insect molest someon plumb remix evil men acid,0
ham,\Hey sorry I didntgive ya a a bellearlier hunny,47,hey sorri didntgiv ya bellearli hunni,0
ham,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.,48,serious tell exact word right,0
spam,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Callså£1/minmoremobsEMSPOBox45PO139WA,147,get phone wanna chat set meet call cum luv jane xx call $$$,1
ham,"Tee hee. Off to lecture, cheery bye bye.",40,tee hee lectur cheeri bye bye,0
ham,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u..",81,sorri chikku cell got problem thts nt abl repli msg,0
ham,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,116,still havent collect dough pls let know go place sent get control number,0
ham,Ok...,5,ok,0
spam,network operator. The service is free. For T & C's visit 80488.biz,66,network oper servic free visit biz,1
ham,Let me know how to contact you. I've you settled in a room. Lets know you are ok.,81,let know contact settl room let know ok,0
ham,Wot u up 2 u weirdo?,20,wot weirdo,0
ham,Can do lor...,13,lor,0
ham,Dont put your phone on silent mode ok,37,dont put phone silent mode ok,0
ham,Can i meet Ì_ at 5.. As 4 where depends on where Ì_ wan 2 in lor..,66,meet depend wan lor,0
ham,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?,69,wait tv show start lor leh still busi ur report,0
ham,Oh ho. Is this the first time u use these type of words,55,oh ho first time use type word,0
ham,Am I the only one who doesn't stalk profiles?,45,one stalk profil,0
ham,"Ever green quote ever told by Jerry in cartoon \A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt""",160,ever green quot ever told jerri cartoon person irrit alway one love vri much fail express gud nyt,0
ham,Yes i thought so. Thanks.,25,yes thought thank,0
ham,But if she.s drinkin i'm ok.,28,drinkin ok,0
ham,"Just wondering, the others just took off",40,wonder other took,0
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",156,night end anoth day morn come special way may smile like sunni ray leav worri blue blue bay gud mrng,0
ham,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?",138,dog must alway wait till end day word run time cell alreadi,0
ham,Happy new year to u too!,24,happi new year,0
ham,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May",70,hey great deal farm tour $$$ pax $$$ deposit may,0
ham,Eat jap done oso aft ur lect wat... ÌÏ got lect at 12 rite... ,62,eat jap done oso aft ur lect wat iï got lect rite,0
ham,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?",86,hey babe saw came onlin second disappear happen,0
ham,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes,174,da birthdat certif april real date today dont publish shall give special treat keep secret way thank wish,0
ham,Happy birthday... May all ur dreams come true...,48,happi birthday may ur dream come true,0
ham,Aiyah u did ok already lar. E nydc at wheellock?,48,aiyah ok alreadi lar e nydc wheellock,0
ham,TELL HER I SAID EAT SHIT.,25,tell said eat shit,0
ham,Sure! I am driving but will reach my destination soon.,54,sure drive reach destin soon,0
ham,"K so am I, how much for an 8th? Fifty?",38,k much fifti,0
ham,Your daily text from me ÛÒ a favour this time,46,daili text favour time,0
ham,Great to hear you are settling well. So what's happenin wit ola?,64,great hear settl well happenin wit ola,0
ham,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,133,cocksuck make feel better ipad worthless garbag novelti item feel bad even want one,0
ham,I tot u reach liao. He said t-shirt.,36,tot reach liao said shirt,0
ham,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT",132,fran decid go n e way complet broke knacker got bout love janx p dad fone credit,0
ham,Your right! I'll make the appointment right now.,48,right make appoint right,0
ham,Designation is software developer and may be she get chennai:),62,design softwar develop may get chennai,0
spam,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 ,163,enjoy jamster videosound gold club credit new videosound logo musicnew get fun jamster co uk help call,1
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",155,get lion england tone repli lionm mono lionp poli go http origin n best tone network oper rate appli,1
ham,I jokin oni lar.. ÌÏ busy then i wun disturb Ì_.,48,jokin oni lar iï busi wun disturb,0
ham,"Ok, be careful ! Don't text and drive !",39,ok care text drive,0
ham,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it.",103,alway even spirit get bb soon tri sure need,0
ham,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.,83,r much close heart go away shatter plz stay,0
ham,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie,84,love babe r sure everyth alrit idiot txt bak girli,0
ham,How abt making some of the pics bigger?,39,abt make pic bigger,0
ham,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.,122,got got colour lor one colour quit light n e darker lor actual done style hair,0
ham,"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)",154,whenevr ur sad whenevr ur gray remembr listn watevr wanna say jus walk wid littl promis bring back ur smile,0
ham,Why nothing. Ok anyway give me treat,36,noth ok anyway give treat,0
spam,"Win the newest ÛÏHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",140,win newest ïharri potter order phoenix book repli harri answer question chanc first among reader,1
ham,Correct. So how was work today,30,correct work today,0
ham,"Just sent again. Do you scream and moan in bed, princess?",57,sent scream moan bed princess,0
ham,"I wake up long ago already... Dunno, what other thing?",54,wake long ago alreadi dunno thing,0
ham,Oh just getting even with u.... u?,34,oh get even,0
ham,I thk 50 shd be ok he said plus minus 10.. Did Ì_ leave a line in between paragraphs?,85,thk shd ok said plus minus leav line paragraph,0
ham,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,139,call plz number show coveragd area urgnt call vasai reach clock call plz,0
ham,Yeah jay's sort of a fucking retard,35,yeah jay sort fuck retard,0
ham,"Sorry, was in the bathroom, sup",31,sorri bathroom sup,0
spam,Ur balance is now å£500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,126,ur balanc $$$ ur next question sang uptown girl answer txt ur answer good luck,1
ham,My exam is for february 4. Wish you a great day.,48,exam februari wish great day,0
ham,I dont know what to do to come out of this so only am ask questions like this dont mistake me.,94,dont know come ask question like dont mistak,0
ham,"Aight no rush, I'll ask jay",27,aight rush ask jay,0
ham,Good Morning plz call me sir,28,good morn plz call sir,0
ham,It's ok lar. U sleep early too... Nite...,41,ok lar sleep earli nite,0
ham,"Oh... Icic... K lor, den meet other day...",42,oh icic k lor den meet day,0
ham,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*",150,oh half hour much longer syria canada eh wow must get much work done day us extra time grin,0
ham,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)",162,sometim put wall around heart safe get hurt find care enough break wall get closer goodnoon,0
ham,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that",82,sweet may may go meet carlo gaug patti interest,0
ham,Then she buying today? ÌÏ no need to c meh...,45,buy today iï need meh,0
ham,Aight sorry I take ten years to shower. What's the plan?,56,aight sorri take ten year shower plan,0
ham,Every monday..nxt week vl be completing..,41,everi monday nxt week vl complet,0
ham,Might ax well im there.,23,might ax well,0
ham,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,112,chill anoth could sleep pain surgic emerg see unfold okay,0
ham,Yeah I'll try to scrounge something up,38,yeah tri scroung someth,0
ham,Crazy ar he's married. ÌÏ like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,160,crazi ar marri iï like gd look guy fren like say korean leona fave dun thk aft think mayb prob go,0
ham,Were somewhere on Fredericksburg,32,somewher fredericksburg,0
ham,Que pases un buen tiempo or something like that,47,que pase un buen tiempo someth like,0
ham,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,82,ok stay night xavier sleep bag get tire,0
ham,She doesnt need any test.,25,doesnt need test,0
ham,"Nothing much, chillin at home. Any super bowl plan?",51,noth much chillin home super bowl plan,0
spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 å£3/wk",155,sexi st georg day pic jordan txt pic dont miss everi wk sauci celeb pic pocketbab co uk $$$ wk,1
ham,Bugis oso near wat... ,22,bugi oso near wat,0
ham,Yo theres no class tmrw right?,30,yo there class tmrw right,0
ham,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,121,let ur heart ur compass ur mind ur map ur soul ur guid never loos world gnun sent via http,0
ham,"Goodnight, sleep well da please take care pa. Please.",53,goodnight sleep well da pleas take care pa pleas,0
ham,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,84,baaaaab misss youuuuu go teach class,0
ham,U ned to convince him tht its not possible witot hurting his feeling its the main,81,ned convinc tht possibl witot hurt feel main,0
ham,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy",152,good afternoon loverboy goe day luck come way think sweeti send love across sea make smile happi,0
ham,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.,131,start send blackberri torch nigeria find buyer like month tell dad buy bb anyon oh,0
ham,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",327,pple marri lover becz hav gud undrstndng dat avoid problem sent dis wil get gud news friday person like tomorrow best day life dont break chain break suffer send frnds min whn read,0
ham,Yo dude guess who just got arrested the other day,49,yo dude guess got arrest day,0
ham,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?,65,shuhui say chang suntec steamboat noe r,0
ham,What does the dance river do?,29,danc river,0
ham,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.",207,yetund sorri moji seem busi abl go shop pleas find way get want us get pleas forgiv repli free via yahoo messeng,0
ham,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt,114,hey realli pretti late want go lesson first join reach tp mrt,0
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",101,hot live fantasi call per min ntt ltd po box croydon k,1
ham,Bbq this sat at mine from 6ish. Ur welcome 2 come,49,bbq sat mine ur welcom come,0
ham,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough Û_",108,know thing wrong everyso often panick start goin bout bein good enough,0
ham,Alright. I'm out--have a good night!,36,alright good night,0
ham,Did you try making another butt.,32,tri make anoth butt,0
ham,Hope you are feeling great. Pls fill me in. Abiola,50,hope feel great pls fill abiola,0
ham,I though we shd go out n have some fun so bar in town or something ÛÒ sound ok?,80,though shd go n fun bar town someth sound ok,0
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",141,go write msg put dictionari mode cover screen hand press gentl remov ur hand interest,0
spam,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",151,bear pic nick tom pete dick fact type tri gay chat photo upload call min stop text call,1
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",154,new mobil must go txt nokia collect today $$$ http txtauction,1
ham,We're finally ready fyi,23,final readi fyi,0
ham,Auntie huai juan never pick up her phone,40,aunti huai juan never pick phone,0
spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,159,doubl min doubl txt price linerent latest orang bluetooth mobil call latest offer,1
ham,"Ya tel, wats ur problem..",25,ya tel wat ur problem,0
ham,i dnt wnt to tlk wid u,22,dnt wnt tlk wid,0
ham,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. \paths are made by walking.. not by waiting..\"" Goodnight!""",155,spend day wait ideal path appear front us forget path made walk wait goodnight,0
ham,Its ok my arm is feeling weak cuz i got a shot so we can go another time,72,ok arm feel weak cuz got shot go anoth time,0
ham,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..,203,pleas reserv ticket saturday eve chennai thirunelvali tirunelvali chennai sunday eve alreadi see net ticket avail want book ticket tackl,0
ham,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person",278,storm msg wen lift phne say hello knw wt real mean hello name girl yes knw dat girl margaret hello girlfrnd f grahmbel invnt telphon moral one name person,0
ham,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?,115,ok pop ask bout someth said around tonght wen girl come,0
ham,All e best 4 ur exam later.,27,e best ur exam later,0
